AiDepthScaling;AiMaxDepth;AiMinDepth;DistanceToFoodReward;CrashCost;FoodReward;MoveCost;Score
0,4;0;0;14;588;-62;56;0
9,9;6;4;24;835;-91;92;0
7,8;8;1;-61;617;15;-69;0
8,9;1;4;-62;56;-38;5;0
6,6;8;3;89;674;35;72;0
0,8;0;0;-61;615;49;-97;0
5,1;5;0;-17;157;-22;5;0
2;4;4;28;92;-46;-62;0
6,2;3;1;51;632;95;-39;0
1,7;7;1;-34;780;56;-22;0
2,4;0;1;1;11;30;-41;240
1,7;9;1;-59;273;8;-46;0
8;8;1;-77;113;-61;-31;0
4,6;1;3;-64;806;-28;-34;0
0,9;9;1;88;57;-58;53;0
0,4;9;4;-9;843;-52;-71;0
8,1;2;4;25;445;83;-96;0
0,5;3;2;25;-16;13;72;20
6,8;3;2;-8;873;90;6;0
8,6;4;1;-90;22;-63;-99;0
6,8;0;0;-97;-55;50;-17;0
7,5;7;4;-22;394;-30;-15;0
0,5;9;4;-99;736;30;-72;0
7,9;5;0;80;904;-77;7;0
1,8;9;3;-99;603;-36;-56;0
9,1;2;0;21;416;-28;-73;0
3,1;4;1;-3;617;21;-27;0
8,5;2;2;21;549;-84;-93;0
1,4;1;3;31;880;76;-80;0
8,1;8;0;-9;523;-62;-66;0
4,1;0;2;14;943;21;98;240
8,8;6;3;63;359;13;34;0
7,2;0;1;71;445;-43;-99;0
7,2;5;1;-74;115;58;35;0
7,1;0;4;40;315;50;28;0
7,6;1;3;-86;480;-27;54;0
6,1;9;3;24;531;-96;-72;0
9,5;4;0;54;291;26;51;0
2,6;6;4;1;862;24;-26;280
5,6;1;1;61;494;-89;80;0
9;5;2;1;700;13;-5;280
5,3;7;4;1;392;20;92;80
5,1;7;2;58;235;48;-22;0
2,4;7;1;26;936;-32;14;0
9,5;1;4;-54;64;34;-44;0
3;8;4;-65;269;22;20;0
7,6;2;1;-72;319;10;-90;0
9,1;2;4;-12;222;82;46;0
2,6;7;0;66;460;51;-39;0
7,9;9;2;-19;44;-58;93;0
6,8;8;2;87;323;67;15;0
3;7;3;75;98;-48;-42;0
8,1;4;0;-85;529;60;-55;0
1,8;9;1;-91;246;77;41;0
0,8;2;4;-27;249;-1;-82;0
1,2;3;2;-82;287;48;-23;0
0,5;2;1;4;442;72;81;240
4,2;7;0;16;-91;-38;41;0
9,6;8;3;34;79;-45;56;0
4,2;8;1;73;256;-44;20;0
8,3;0;0;86;242;20;92;0
4,7;2;1;2;-95;65;81;80
9,8;0;3;85;776;44;-38;0
6,5;9;1;-25;663;-55;24;0
3,2;9;4;31;632;55;70;0
2,6;4;1;37;151;-27;13;0
9,9;6;3;-28;832;-2;-38;0
2,5;9;3;-42;711;-60;98;0
0,1;1;1;63;99;-58;0;0
4,9;1;4;27;827;-64;65;0
1,6;6;0;-77;202;36;-18;0
8;1;1;21;509;32;67;240
6,9;4;0;-40;979;76;11;0
6,3;7;3;54;303;47;-34;0
9,9;2;0;-16;942;85;-89;0
5,4;3;0;37;445;0;-26;0
5,4;0;4;69;947;51;-76;0
2,6;3;3;4;900;-67;-94;0
5;4;0;-67;236;51;31;0
0,5;5;4;-57;90;-61;-29;0
0,2;7;3;2;467;17;-51;490
7,7;5;0;1;583;-32;19;0
4,2;6;2;4;784;73;41;180
2,6;4;3;-10;353;-37;18;0
5,1;0;2;68;491;67;-46;240
1,9;4;1;95;671;20;-82;0
7,3;3;1;-42;386;-70;-21;0
2,2;4;1;-65;648;-26;20;0
4,1;1;4;14;620;97;-71;0
4,3;4;1;-98;-9;37;-11;0
3,4;1;1;43;698;-14;-63;0
2,6;6;2;1;312;-62;-15;0
5,1;7;4;58;-13;-78;-22;0
2,9;4;1;-82;819;-21;-49;0
1,6;0;4;-15;10;54;-7;0
6;6;3;93;322;80;11;0
8,1;4;4;-40;347;-52;-91;0
5,5;4;3;31;632;55;70;0
8,7;7;4;-6;704;35;34;0
8,3;0;4;65;392;-62;-59;0
3,7;3;0;-82;820;91;-4;0
2,3;5;3;50;632;2;-35;0
9,3;9;2;-15;55;54;-7;0
4,1;8;1;64;352;50;-36;0
1,2;1;3;81;222;67;-87;0
4,3;9;3;51;218;-73;-81;0
2,7;1;2;68;117;-29;-8;0
5,1;7;1;58;479;-46;20;0
2,4;2;1;-59;382;70;-21;0
0,2;7;4;-47;351;30;76;0
0,4;7;0;34;926;-23;19;0
2;4;3;4;611;-64;88;0
5,9;0;4;-54;360;54;-54;0
0,9;4;4;-65;924;-41;94;0
7,2;6;0;-49;712;-74;-29;0
3,8;2;0;31;67;-68;-46;0
9,2;8;1;77;593;32;-79;0
7,3;2;1;-67;697;24;76;0
9,6;7;3;2;999;41;22;250
5,9;7;0;-78;810;86;49;0
8,1;0;4;85;337;-39;-50;0
3,4;2;4;92;723;48;-94;0
8,1;6;3;1;392;20;92;70
6,9;6;4;-17;187;15;-39;0
9,6;3;0;34;264;80;56;0
1,6;7;1;40;-73;-82;-95;0
2,6;7;0;4;964;-38;-24;0
9,4;1;2;-83;968;-58;37;0
2,6;3;0;16;-94;-86;28;0
0,9;8;0;6;381;14;44;30
6,2;7;4;-67;119;24;76;0
4,7;2;2;7;244;-17;-3;0
9,9;6;4;54;584;-42;18;0
4;9;1;18;31;49;53;0
1;8;0;91;737;-65;28;0
6,4;8;1;-20;37;4;-73;0
8,3;4;2;21;261;74;-91;0
1,4;4;0;31;881;-80;17;0
1,8;4;2;-46;820;91;42;0
7,9;0;4;93;288;45;62;0
8,5;2;0;21;305;-40;14;0
3,4;3;0;81;615;17;6;0
0,3;5;0;-11;957;5;-29;0
2,8;2;0;66;705;-88;18;0
7,6;2;3;-86;742;94;-64;0
8,9;6;4;-42;853;-95;-70;0
0,3;2;2;-31;703;-8;-25;0
0,4;0;4;-55;220;87;-47;0
7,3;9;3;-42;497;65;-21;0
7,8;7;1;-55;294;51;56;0
1,6;4;3;-24;453;73;-88;0
5,3;8;4;40;530;0;-67;0
6,7;8;0;28;647;-24;-62;0
7,6;0;4;-62;336;-91;33;0
7,2;5;4;-29;934;60;37;0
7,6;2;1;62;161;-52;-71;0
5,1;3;2;67;801;-44;57;0
7,4;2;4;80;398;-19;-50;0
5,1;5;0;-98;-9;71;0;0
9,6;5;3;2;781;49;56;190
7,6;3;4;62;-76;-81;-71;0
6,2;5;4;51;653;95;-39;0
8,2;7;3;-70;585;57;12;0
5;9;1;-25;849;-64;-63;0
3,2;1;2;36;72;-7;-8;0
7,2;3;1;-86;869;48;69;0
5;4;2;-67;124;-100;31;0
8,2;1;0;72;494;-69;-23;0
9,5;4;0;14;633;9;52;0
4,9;4;0;34;672;-65;36;0
4,7;7;2;-5;616;-2;-91;0
6,6;8;2;89;893;-41;51;0
1,2;5;3;81;79;48;13;0
0,6;3;1;68;932;-85;65;0
7,5;8;2;26;765;66;86;0
6,1;6;4;95;330;12;7;0
4,2;6;4;1;582;98;73;180
7,4;2;3;-7;824;-62;-15;0
5,2;4;1;-68;642;75;88;0
0,1;3;2;63;361;45;-4;190
6,5;1;1;-95;930;32;15;0
8,2;2;3;25;-69;24;32;0
0,9;0;0;-54;211;-49;-33;0
8,3;2;0;55;519;-12;29;0
4,2;9;3;59;382;70;-21;0
4,2;7;3;16;230;-41;-8;0
8,2;0;2;72;169;30;-23;0
9,1;1;2;23;440;-38;-13;0
8,1;3;1;-5;-52;-2;-91;0
3,6;8;1;76;654;-70;49;0
0;0;0;-98;804;28;18;0
9,1;9;1;1;248;-18;30;0
9,7;9;1;60;632;50;86;0
4,9;4;2;54;88;14;65;0
2,6;2;1;16;344;-16;-74;0
5,5;7;0;-42;764;56;-77;0
1,6;0;1;-15;345;57;-9;0
9,2;0;0;41;739;-49;69;0
4,8;7;1;32;825;-83;38;0
9,7;7;3;-28;932;-85;-76;0
8;8;2;85;647;81;-65;0
4,1;1;1;20;392;-88;75;0
1,1;1;4;30;338;72;-38;0
8,1;4;4;56;141;-4;-19;0
6,2;9;3;57;395;71;67;0
2,7;9;2;-7;932;98;79;0
3,7;3;4;80;656;-87;46;0
8,9;2;2;2;347;-59;-35;0
3,9;2;1;-49;996;-15;60;0
7,3;3;1;20;267;70;50;0
3,6;0;1;-57;971;75;10;0
6,5;9;4;97;480;91;70;0
2,8;6;2;68;943;67;56;0
9,6;7;0;63;361;12;-30;0
2,6;6;1;1;507;97;-57;280
1,2;9;0;-13;235;48;-69;0
5,8;5;4;58;-21;-84;-86;0
1,5;6;2;17;-2;9;-26;10
0,6;6;0;-47;508;73;56;0
3,6;0;2;-71;-73;55;-48;0
0,4;3;2;81;745;21;-10;0
0,5;9;0;-99;298;30;-72;0
2,2;7;1;80;731;-24;-35;0
8,9;2;0;-73;30;7;51;0
7,6;4;2;-76;647;81;-65;0
8,8;4;1;46;57;-27;98;0
0,4;7;0;-93;218;20;85;0
9,6;8;3;26;88;22;-41;0
9,2;9;3;16;273;-60;62;0
6,7;8;1;-78;-32;14;-84;0
4,9;5;2;27;528;-64;65;0
9,3;6;0;20;680;3;50;0
7;2;4;37;610;-20;-80;0
0,5;5;0;-57;616;-31;-65;0
7,9;0;2;93;644;-40;35;0
9,5;4;0;48;895;39;88;0
5,7;0;1;32;279;45;-36;240
9,1;9;1;19;217;34;-17;0
1,7;3;4;-65;480;38;10;0
8,9;2;1;-73;30;7;51;0
7,6;4;0;93;439;-14;-84;0
7,6;1;3;-53;55;54;33;0
8,1;6;1;-71;662;3;34;0
6,1;9;2;54;298;47;-34;0
7,6;9;0;-51;644;-25;23;0
2,6;7;1;-7;340;67;62;0
5,5;0;3;85;829;-66;-54;0
9,5;4;2;14;215;13;-17;0
3,2;3;2;21;-75;-26;85;0
2,6;8;2;1;696;20;0;340
8;1;4;-14;326;50;-88;0
1,2;3;2;2;972;-60;-25;0
1,9;1;3;-30;872;-91;2;0
9,5;2;1;84;374;51;7;240
5,2;7;2;-45;11;-88;-7;0
5,4;3;1;85;187;-53;61;0
2,7;2;1;1;744;19;96;240
2,4;4;4;68;82;66;53;0
6,7;6;0;-17;-2;9;-26;0
6,3;3;2;79;-72;-33;66;0
6,4;7;2;-86;973;61;0;0
5,3;8;0;-67;500;-50;20;0
9,8;8;4;1;832;-12;-41;0
4;2;3;49;947;89;10;0
0,8;2;3;-54;699;-24;64;0
1,6;0;2;-15;171;-29;-80;0
3,1;4;2;86;368;-32;-89;0
6;1;4;93;899;11;22;0
8,6;2;2;-93;2;-34;7;0
0,5;3;1;25;848;13;72;30
0,2;7;3;2;-17;-100;89;0
7,8;8;0;-30;928;-41;76;0
0,5;9;1;-99;722;39;-81;0
8,7;9;0;54;512;-35;-8;0
2,8;9;2;62;632;-49;21;0
7,2;0;1;32;825;-83;38;0
5,1;7;3;1;50;98;-5;420
4,1;2;2;50;683;-9;-88;0
4,1;2;2;-77;411;21;-6;0
6,4;4;3;17;100;-49;38;0
3,8;0;0;-30;848;-42;21;0
5,3;3;1;3;213;-83;-49;0
2,3;5;2;43;467;-42;-63;0
8,1;0;3;85;337;-39;-50;0
3,5;3;0;1;832;-12;-41;0
8,1;8;0;-6;446;6;-90;0
2,6;6;0;9;295;30;16;0
7,6;1;2;-33;-50;18;80;0
8,1;6;3;-90;396;66;-7;0
7,4;9;3;68;-53;-35;-47;0
2,8;3;2;-77;264;-29;-33;0
3,4;0;3;34;93;72;-83;0
0,1;2;3;0;614;9;-67;0
8;1;0;45;921;-40;66;0
2,6;9;0;-49;-32;-36;-75;0
1,6;9;3;-15;748;-22;57;0
7,4;4;4;30;-7;51;12;0
6;5;1;79;436;-34;89;0
2,6;5;0;1;427;-20;-79;0
3,7;3;4;-82;-87;-66;-4;0
4,4;0;2;7;63;92;45;240
8,7;8;3;-72;299;-25;-47;0
8,3;6;1;-6;107;-24;85;0
2,9;9;2;40;521;-93;-97;0
0,5;9;3;-99;-61;69;-68;0
3,1;2;3;-3;927;78;-74;0
7,2;2;1;-71;682;-100;-54;0
5,9;9;1;31;-94;-30;28;0
9,6;8;3;-50;357;-73;-67;0
1,6;2;0;-24;428;57;-88;0
1,4;1;2;34;195;85;49;240
4,7;7;2;-5;616;-2;-91;0
9,1;1;1;80;360;33;-95;0
1,6;9;2;4;442;72;81;80
3,4;6;0;-53;370;-96;63;0
0,4;7;3;-93;218;20;85;0
4,8;8;3;-48;261;36;81;0
6,6;4;1;-52;-52;62;-5;0
9,3;4;1;-61;432;-7;-84;0
9,5;9;3;81;554;-31;-12;0
1;7;1;82;974;69;-7;10
9,6;7;4;2;730;61;98;250
5,9;6;4;-54;360;54;-54;0
9,6;0;3;2;730;61;98;240
0,4;6;3;-42;434;9;8;0
3,6;4;0;-57;206;-5;-89;0
5,1;5;1;35;598;83;-79;0
4,6;9;0;-72;849;-30;78;0
7;5;3;71;436;31;2;0
8,1;1;1;85;748;-6;30;0
7,4;9;4;-8;351;-1;-68;0
5,9;1;4;-33;457;86;-14;0
5,4;3;1;57;767;8;-71;0
9,3;4;4;-83;759;36;-7;0
7,9;5;4;93;899;-57;38;0
6,7;5;4;-61;639;78;15;0
1,3;5;2;59;144;74;-42;10
7,9;6;4;-61;433;-32;76;0
0,3;7;4;6;41;29;88;0
7,2;9;2;15;608;-21;96;0
6,8;7;2;74;73;96;80;10
5,5;6;2;16;382;-41;-8;0
5,7;5;0;28;-89;-39;89;0
8,4;1;0;-76;279;48;-94;0
6,6;1;0;-62;882;-21;96;0
1,7;8;3;46;592;61;14;0
1,7;3;4;-59;89;70;65;0
2,1;7;3;34;810;85;49;0
6,1;4;4;-5;-35;85;-81;0
2,6;0;0;-14;24;-17;-75;0
5,3;9;0;80;402;-1;31;0
6,5;5;1;91;735;-65;28;0
9,6;4;2;-28;294;98;2;0
2,7;0;2;1;-20;-53;90;0
8,2;6;1;-15;350;5;91;0
9,7;0;3;54;279;-53;-53;0
7,4;1;2;-7;592;-1;-69;0
0,9;9;2;-99;290;-62;48;0
4,2;6;4;-92;884;92;75;0
9,7;3;4;85;531;64;-15;0
1,7;4;0;-70;518;98;69;0
6,8;5;3;-6;35;-39;54;0
2,2;4;2;62;474;63;-22;0
0,9;4;0;-93;127;71;93;0
7,5;2;1;88;276;64;-67;240
2,6;4;3;-9;228;27;-32;0
2,5;2;1;56;255;69;83;240
1,7;3;3;-65;507;82;45;0
4,8;7;2;-24;431;-14;-71;0
1,1;3;2;47;448;-2;91;0
8,1;5;1;-6;921;-17;-90;0
8,3;4;4;85;875;72;36;0
8,1;1;0;85;728;61;-77;240
9,2;2;0;50;773;2;-35;0
8;8;3;85;629;-75;-65;0
7,9;9;0;-77;777;-75;45;0
9,6;1;0;3;375;-42;-13;0
8,9;0;3;26;112;-10;-56;0
2,4;6;3;26;175;14;14;0
0,4;6;1;-77;746;67;-12;0
3,7;2;1;69;903;-92;-93;0
1,3;2;4;1;278;52;69;240
2,6;8;1;1;838;45;-90;340
5,3;2;1;80;932;61;-84;240
9,2;7;0;50;773;2;-35;0
0,4;6;2;-89;971;-85;10;0
6;6;2;13;266;45;71;0
1,2;7;2;-88;347;-59;-35;0
9,1;6;4;12;230;74;-20;0
3,3;9;0;33;198;44;-38;0
7,1;7;0;-73;253;-38;-34;0
2,4;3;2;-9;701;68;-29;0
7,6;7;3;67;210;17;14;0
8,6;2;0;33;-18;-34;55;0
7,1;2;2;16;437;64;5;240
0,5;9;3;-99;688;4;-90;0
6,1;3;1;-74;-7;-100;-45;0
8,2;3;2;-71;813;26;51;0
6,1;9;2;-29;156;13;72;0
0,4;6;2;1;166;-88;46;0
9,9;7;0;79;297;24;-6;0
8,1;9;1;-5;965;-94;-87;0
4,1;9;3;65;24;53;73;0
1,8;1;0;61;906;-73;-1;0
7,7;5;1;72;767;2;-66;0
5;6;2;-29;682;77;7;0
7,5;5;2;-22;139;-89;-15;0
4,1;0;0;14;943;21;98;0
8,4;2;0;38;781;33;12;240
9,7;2;3;-19;597;-55;-70;0
4,6;2;0;-74;583;-2;26;0
3,9;1;2;46;993;88;-97;240
8,2;2;4;9;315;30;37;0
8,2;0;1;12;-86;14;89;80
4,6;1;1;94;888;-43;-7;0
9,3;6;4;20;159;72;50;0
1,5;7;1;-11;784;-38;5;0
2,8;9;0;68;459;-64;24;0
0,5;0;0;81;592;92;84;0
1,1;1;2;-80;451;49;53;0
9,5;5;0;-80;963;-96;-13;0
0,7;8;0;68;762;-63;44;0
5,1;7;4;1;375;-70;-76;0
6,4;8;3;-79;331;74;-46;0
4;3;1;-97;901;-49;38;0
7;6;4;71;22;31;2;0
8,9;2;4;30;279;46;44;0
2,7;0;1;-59;-85;7;-86;0
2,9;4;1;-82;-2;16;-49;0
8,1;8;0;-74;678;-72;-65;0
0,8;9;2;-19;-95;54;-73;0
3;6;3;-13;876;-64;-36;0
9,9;5;0;-91;184;21;-10;0
4,8;6;1;-5;560;18;16;0
5,3;2;2;-16;46;-2;-94;0
0,8;1;4;31;67;-68;-46;0
6,5;7;1;81;132;66;81;0
7,6;2;3;93;91;-24;47;0
0,5;8;0;0;373;78;8;0
9,5;4;1;25;614;-39;9;0
0;2;1;89;918;59;-29;240
6;0;1;-24;895;-80;-23;0
4,8;5;4;1;48;-80;-2;0
8;0;3;22;433;-29;40;0
9,5;4;2;5;-62;-58;-36;0
2,1;0;4;78;428;47;73;0
0,1;2;2;63;387;-28;36;0
9,6;8;4;26;757;61;61;0
4,6;8;2;-34;945;80;-30;0
8,3;5;3;-56;264;32;20;0
2,6;1;3;1;57;-34;-25;0
3,5;1;2;53;-46;-9;14;0
3,3;6;0;51;-42;84;17;10
5,8;9;3;87;329;73;56;0
1,7;1;2;-59;462;8;-46;0
9,9;1;1;8;932;98;-34;240
4,8;4;0;-5;413;-97;-35;0
9,7;2;0;16;-82;-76;14;0
8,9;6;0;89;523;91;-56;0
2,6;9;2;4;856;-67;-94;0
9,5;5;0;54;548;-97;51;0
3,2;4;2;1;92;-48;77;0
5,5;5;2;-34;287;-63;-86;0
0,1;3;2;50;443;69;74;190
4,2;8;3;73;983;-35;-92;0
2,7;7;2;-4;597;-55;-70;0
9,9;7;1;98;-60;-23;-25;0
6,4;3;0;38;283;35;-3;0
4,9;0;2;-7;939;4;92;0
4,6;1;2;94;888;-43;-7;0
8,9;6;0;68;136;44;-64;0
2,8;2;2;52;186;-37;53;0
0,1;2;1;96;579;54;-73;240
2,6;6;3;1;1;97;-57;410
0,2;9;0;1;883;87;-69;330
9,6;6;2;2;916;85;98;340
2,6;3;0;1;299;51;-26;450
8,8;2;3;1;698;48;-4;450
3,9;5;0;2;624;39;47;340
8,7;5;1;2;491;55;43;340
0,8;7;3;2;354;38;-2;280
9,6;7;3;2;916;85;73;280
8,8;2;1;1;59;-77;-4;0
2,5;0;2;1;-30;88;-46;340
2,6;1;2;1;350;45;3;340
8,8;2;1;1;278;-15;-4;0
9,1;4;0;2;672;2;-46;340
7,8;1;2;2;862;83;67;340
9,5;4;4;1;307;92;-5;360
8,8;7;0;1;278;48;-4;280
6,5;5;1;1;395;55;-84;330
1,3;0;2;1;11;30;-41;340
2,6;1;2;1;595;24;-99;340
0,8;7;1;2;212;65;-2;280
0;9;4;1;990;3;3;340
1,3;2;4;1;832;30;-20;360
8,8;2;1;1;124;51;-4;340
1,3;2;4;1;278;52;69;260
2,6;6;4;1;862;24;70;340
9;5;2;1;343;13;-5;330
2,6;6;1;1;984;97;-57;480
9,6;0;3;2;730;-7;98;0
5,1;8;1;1;50;98;-5;280
2,6;8;0;1;73;38;-57;280
2,6;8;4;1;756;93;-37;280
2,6;8;2;1;306;45;0;280
5,6;8;4;2;86;30;-27;280
2,6;8;3;1;222;38;-57;280
3,9;8;3;2;624;39;47;280
8,8;8;0;1;698;-62;-4;0
2,6;8;0;1;673;24;-81;280
2,6;2;2;1;441;93;18;340
4,1;0;2;14;943;21;-34;350
0,5;2;1;4;493;72;81;210
9,5;2;1;84;374;51;17;210
2,7;2;1;1;893;19;96;340
4,4;0;2;7;63;92;45;210
1,4;1;2;34;195;85;-9;310
2,5;2;1;56;255;69;83;210
7,1;2;2;16;437;64;5;210
8,4;2;0;38;354;33;12;210
2,4;0;1;1;11;59;-41;340
8;1;1;21;426;32;67;340
5,1;0;2;68;797;67;-46;350
5,7;0;1;32;279;45;41;340
5,1;7;3;1;137;98;-5;280
7,5;2;1;88;276;64;-24;310
8,1;1;0;85;728;61;-67;340
5,3;2;1;80;275;61;-84;350
3,9;1;2;46;993;-76;-97;0
0;2;1;89;918;59;46;340
9,9;1;1;8;959;98;-34;340
0,1;2;1;96;579;54;8;210
9,6;7;3;2;871;41;22;280
9,6;7;4;2;730;61;98;280
0,2;7;3;2;467;17;-51;460
3,3;6;1;3;461;2;-62;380
9,6;5;3;2;804;49;56;340
9,5;0;3;4;680;17;56;210
6,8;1;2;87;767;67;3;210
6,8;2;2;87;414;99;91;210
8,4;1;2;31;237;51;37;210
4,4;2;0;3;403;42;23;210
8,1;2;0;85;176;95;-29;310
2,6;2;0;29;666;-84;52;0
6;1;2;74;146;49;38;210
8,2;2;0;20;540;34;92;210
4;1;2;16;547;-1;7;0
6,5;0;2;29;662;27;8;210
8,2;2;2;27;448;55;12;210
7,5;2;1;26;765;66;11;210
3,8;2;2;12;635;-75;89;0
4,1;1;2;14;348;98;98;210
9,1;1;2;4;875;83;45;210
5,3;2;0;80;737;-98;34;0
8;2;2;47;327;73;8;210
0,5;2;2;48;544;31;54;210
1,6;2;1;76;672;61;49;210
9,4;1;2;47;655;76;71;210
0,1;3;0;63;645;50;-4;190
7,6;2;2;11;850;-57;26;0
2,6;6;4;4;356;73;-50;270
9,5;0;3;4;67;55;56;40
9,8;2;2;47;513;54;71;210
2,6;9;4;4;425;-38;41;0
4,6;1;2;19;-90;61;96;40
3,7;1;2;3;771;46;23;210
0,2;7;4;3;482;24;23;210
3;1;2;25;654;73;56;210
0,5;2;2;4;804;72;81;210
0,2;7;3;3;384;24;23;210
4,2;6;2;4;611;73;41;270
4,2;6;4;1;582;98;73;340
5,9;9;0;2;296;57;-2;280
9,8;0;1;47;714;-78;71;0
2,6;1;3;14;496;59;-7;0
5,2;2;4;79;993;96;-97;0
3;1;1;25;436;-67;-32;0
9,8;3;1;47;312;-48;71;0
2,5;4;3;1;20;93;8;40
7;0;1;1;901;82;-41;340
4,1;5;3;-64;735;27;46;0
3,6;2;2;62;890;-99;-39;0
8;7;2;63;224;-30;-59;0
2,6;6;2;-99;831;17;-99;0
6,8;2;4;47;326;-35;-13;0
5,8;0;2;13;726;15;53;210
2,6;9;1;-88;537;-9;21;0
3;1;4;-39;215;59;88;0
0,2;2;1;3;844;-21;23;0
8,7;1;4;48;-59;31;54;0
6,1;1;4;90;887;60;17;0
3,9;1;0;46;993;-76;-97;0
9,5;2;4;4;67;55;56;40
5,8;1;0;3;173;23;23;340
3,6;2;1;62;600;-99;-39;0
8,7;4;1;95;397;55;12;0
5,3;2;4;-42;119;13;-68;0
5,8;0;2;-71;310;-78;18;0
7,4;0;2;99;-12;24;-23;0
0,2;1;0;3;372;19;-96;340
0,2;9;1;-17;576;-82;42;0
8,8;2;3;1;-94;-70;-4;0
2,6;7;3;-75;637;-13;38;0
6,6;7;4;97;756;38;-13;0
9,6;7;1;41;481;-26;-20;0
9;2;0;-31;873;-28;-97;0
0,2;7;1;3;177;-32;23;0
8,8;2;1;1;-73;-35;-4;0
2,6;9;2;4;236;-17;71;0
3,1;4;0;2;541;57;-92;360
5,8;3;2;1;278;-15;41;0
6,8;5;4;87;55;67;3;0
7,6;0;1;42;601;-64;8;0
4,2;6;1;1;205;98;73;40
6,8;2;3;47;259;10;-56;0
3,6;0;1;23;676;59;68;340
6,5;1;3;29;204;-72;36;0
5,8;3;0;1;278;-15;41;0
8,2;7;2;47;513;54;71;0
7,2;2;0;-4;819;19;-96;0
3,9;1;2;46;41;-49;-69;0
9,5;2;3;56;371;-23;-52;0
2,6;7;1;38;-47;0;92;0
3,1;8;0;31;132;27;56;0
7,9;0;2;-59;5;93;98;0
6;3;3;21;195;85;-75;0
7,8;1;3;-73;588;38;49;0
8,1;2;0;85;123;95;-29;310
4,1;1;1;14;809;98;98;340
1,8;5;2;-54;876;38;-57;0
6;4;3;-48;547;20;-45;0
2,6;1;0;1;82;-75;3;0
8,6;5;4;2;208;-14;43;0
2,6;8;1;1;222;38;-57;280
9;5;3;1;343;13;-5;330
8,5;9;2;-10;260;56;-32;0
8,1;3;4;5;697;-76;-5;0
2,7;2;4;1;902;19;96;260
0,2;8;0;3;844;-21;23;0
3,7;5;3;1;536;60;-41;330
7,8;2;1;-80;540;43;93;0
4,1;5;4;-86;66;-18;22;0
4,7;5;0;-37;672;-83;43;0
8,6;2;4;-92;188;80;83;0
2,6;8;0;20;822;48;78;0
0;8;2;-92;952;75;83;0
1,5;1;1;-14;97;-85;93;0
5,6;8;2;2;86;30;-27;280
2,8;1;1;-32;905;-38;20;0
8,8;2;3;47;994;-11;-17;0
7,4;8;0;19;-90;61;96;0
1,6;5;4;-35;233;87;11;0
3;1;2;25;736;15;56;210
6,5;1;3;43;718;-8;-57;0
5,2;4;0;1;849;-17;-57;0
0,5;2;0;4;219;-82;32;0
8;7;4;-15;417;-68;-70;0
3,9;8;1;2;292;22;-54;280
7,2;4;3;52;482;-90;79;0
8;1;3;21;355;90;87;0
2,6;8;3;18;274;97;-58;0
8;8;2;-64;894;37;52;0
6,9;4;2;86;-52;19;-96;0
2;4;2;71;-18;-14;17;0
8,8;6;3;49;767;-75;88;0
0;5;2;1;382;-5;-62;0
2,6;1;1;1;-98;29;-42;40
2,6;1;4;-29;532;90;24;0
5,3;4;2;80;135;79;-83;0
3,7;9;0;99;249;-34;-61;0
7,8;2;2;-80;584;28;-92;0
3,7;5;0;63;224;-30;-59;0
2,6;7;1;38;859;0;92;0
6,5;1;2;-37;-7;-83;43;0
8,6;2;4;87;718;72;43;0
3,1;5;0;31;539;27;56;0
9,8;5;2;-26;699;21;32;0
6,4;3;0;-100;179;-52;9;0
2,5;4;1;3;331;86;-10;360
1,8;2;0;-96;807;9;17;0
8,8;8;1;-77;409;-94;15;0
6;9;3;1;226;77;0;350
2,2;1;3;4;745;63;71;210
4;1;1;16;791;89;-25;340
6,6;2;4;-84;103;86;-90;0
3,8;3;3;12;982;57;89;0
4,1;5;1;-64;735;27;46;0
3,5;9;4;24;383;-1;7;0
6,8;6;0;47;326;-35;-13;0
5,8;3;1;1;278;-15;41;0
5,8;9;2;-26;728;61;-91;0
3,7;3;0;2;869;54;71;340
5,9;9;2;2;811;-14;-2;0
1,2;8;4;4;115;32;-98;280
5,6;8;3;2;748;-10;55;0
9,1;4;4;2;672;2;-46;340
5,3;2;1;7;-70;81;-77;340
8,2;8;1;47;513;54;71;0
2,6;1;4;-95;209;58;9;0
8,2;2;4;27;448;55;12;0
2,6;9;2;1;168;-14;-80;0
8;2;1;47;277;89;-29;310
6,8;6;4;-2;282;35;-73;220
8,5;7;4;1;-56;-75;3;0
9,6;4;4;-28;656;-54;-50;0
8,4;5;2;31;456;59;37;0
4,1;1;4;3;-3;-17;22;0
5,9;8;0;-19;493;-79;89;0
1,3;8;1;58;767;58;-6;10
5,2;7;1;-57;507;-32;26;0
8,3;3;1;-37;-7;-83;43;0
5,3;2;1;7;52;15;-77;350
9,2;8;0;76;622;75;53;0
3,9;1;0;46;442;18;-15;0
3,3;0;4;-77;331;-79;-52;0
3;1;1;25;257;-72;87;0
0,5;9;2;-69;915;-15;-4;0
7,8;1;2;-73;-34;-39;49;0
0,9;2;1;1;82;-75;3;0
8,8;8;4;1;750;-62;-4;0
3,6;2;0;62;890;-99;-39;0
1;7;1;-8;625;99;59;0
8,7;3;2;1;343;13;-5;450
3,1;0;0;5;11;30;8;0
2,6;6;3;38;893;-2;-80;0
9,6;4;3;88;689;-43;-32;0
3,8;0;1;-10;301;-27;21;0
